"ID";"Sex";"Regions";"Periods";"LiveBornChildren_3";"NetMigrationIncludingAdministrative_17"
"674";"T001038";"PV26  ";"1963JJ00";"   15053";"    2626"
"675";"T001038";"PV26  ";"1964JJ00";"   15207";"    3892"
"676";"T001038";"PV26  ";"1965JJ00";"   14970";"    3568"
"677";"T001038";"PV26  ";"1966JJ00";"   14550";"    3953"
"678";"T001038";"PV26  ";"1967JJ00";"   14623";"    2590"
"679";"T001038";"PV26  ";"1968JJ00";"   14723";"    7636"
"680";"T001038";"PV26  ";"1969JJ00";"   15912";"    7645"
"681";"T001038";"PV26  ";"1970JJ00";"   15111";"    2620"
"682";"T001038";"PV26  ";"1971JJ00";"   14390";"    3282"
"683";"T001038";"PV26  ";"1972JJ00";"   13517";"    4753"
"684";"T001038";"PV26  ";"1973JJ00";"   12270";"    5420"
"685";"T001038";"PV26  ";"1974JJ00";"   11575";"    3572"
"686";"T001038";"PV26  ";"1975JJ00";"   11229";"    6455"
"687";"T001038";"PV26  ";"1976JJ00";"   11142";"    1718"
"688";"T001038";"PV26  ";"1977JJ00";"   10849";"     815"
"689";"T001038";"PV26  ";"1978JJ00";"   11046";"    2999"
"690";"T001038";"PV26  ";"1979JJ00";"   11165";"    5326"
"691";"T001038";"PV26  ";"1980JJ00";"   11606";"    7629"
"692";"T001038";"PV26  ";"1981JJ00";"   11625";"    4380"
"693";"T001038";"PV26  ";"1982JJ00";"   11203";"    2365"
"694";"T001038";"PV26  ";"1983JJ00";"   11296";"    2053"
"695";"T001038";"PV26  ";"1984JJ00";"   11758";"    2494"
"696";"T001038";"PV26  ";"1985JJ00";"   11797";"    3740"
"697";"T001038";"PV26  ";"1986JJ00";"   12588";"    4703"
"698";"T001038";"PV26  ";"1987JJ00";"   12733";"    6264"
"699";"T001038";"PV26  ";"1988JJ00";"   12845";"    5622"
"700";"T001038";"PV26  ";"1989JJ00";"   13669";"    5503"
"701";"T001038";"PV26  ";"1990JJ00";"   14149";"    5462"
"702";"T001038";"PV26  ";"1991JJ00";"   14371";"    4498"
"703";"T001038";"PV26  ";"1992JJ00";"   14369";"    3661"
"704";"T001038";"PV26  ";"1993JJ00";"   14318";"    3515"
"705";"T001038";"PV26  ";"1994JJ00";"   14141";"    1504"
"706";"T001038";"PV26  ";"1995JJ00";"   13930";"    1911"
"707";"T001038";"PV26  ";"1996JJ00";"   14186";"    3529"
"708";"T001038";"PV26  ";"1997JJ00";"   14359";"    3055"
"709";"T001038";"PV26  ";"1998JJ00";"   15030";"    3881"
"710";"T001038";"PV26  ";"1999JJ00";"   15370";"    2731"
"711";"T001038";"PV26  ";"2000JJ00";"   16080";"    3025"
"712";"T001038";"PV26  ";"2001JJ00";"   15807";"    4197"
"713";"T001038";"PV26  ";"2002JJ00";"   16101";"    5196"
"714";"T001038";"PV26  ";"2003JJ00";"   16222";"    2292"
"715";"T001038";"PV26  ";"2004JJ00";"   15771";"    1709"
"716";"T001038";"PV26  ";"2005JJ00";"   15395";"    1537"
"717";"T001038";"PV26  ";"2006JJ00";"   15423";"    3509"
"718";"T001038";"PV26  ";"2007JJ00";"   15453";"    3177"
"719";"T001038";"PV26  ";"2008JJ00";"   15456";"    2371"
"720";"T001038";"PV26  ";"2009JJ00";"   15462";"    2796"
"721";"T001038";"PV26  ";"2010JJ00";"   15429";"    1222"
"722";"T001038";"PV26  ";"2011JJ00";"   14829";"    2342"
"723";"T001038";"PV26  ";"2012JJ00";"   14878";"    2275"
"724";"T001038";"PV26  ";"2013JJ00";"   14313";"    3115"
"725";"T001038";"PV26  ";"2014JJ00";"   14821";"    4138"
"726";"T001038";"PV26  ";"2015JJ00";"   14371";"    5156"
"727";"T001038";"PV26  ";"2016JJ00";"   14465";"    6018"
"728";"T001038";"PV26  ";"2017JJ00";"   14532";"    6162"
"729";"T001038";"PV26  ";"2018JJ00";"   14354";"    6946"
"730";"T001038";"PV26  ";"2019JJ00";"   14935";"    7962"
"731";"T001038";"PV26  ";"2020JJ00";"   14776";"    2758"
"732";"T001038";"PV27  ";"1960JJ00";"   38694";"   -3032"
"733";"T001038";"PV27  ";"1961JJ00";"   40262";"    2108"
"734";"T001038";"PV27  ";"1962JJ00";"   40294";"    2917"
"735";"T001038";"PV27  ";"1963JJ00";"   40945";"   -1185"
"736";"T001038";"PV27  ";"1964JJ00";"   41035";"   -4695"
"737";"T001038";"PV27  ";"1965JJ00";"   38921";"   -1696"
"738";"T001038";"PV27  ";"1966JJ00";"   37855";"     535"
"739";"T001038";"PV27  ";"1967JJ00";"   37516";"   -3039"
"740";"T001038";"PV27  ";"1968JJ00";"   37233";"   -2874"
"741";"T001038";"PV27  ";"1969JJ00";"   38444";"   -3315"
"742";"T001038";"PV27  ";"1970JJ00";"   36691";"     -31"
"743";"T001038";"PV27  ";"1971JJ00";"   35252";"    -876"
"744";"T001038";"PV27  ";"1972JJ00";"   33298";"   -1852"
"745";"T001038";"PV27  ";"1973JJ00";"   29983";"   -9551"
"746";"T001038";"PV27  ";"1974JJ00";"   28327";"   -4680"
"747";"T001038";"PV27  ";"1975JJ00";"   27224";"    4866"
"748";"T001038";"PV27  ";"1976JJ00";"   26987";"   -1013"
"749";"T001038";"PV27  ";"1977JJ00";"   26598";"   -7031"
"750";"T001038";"PV27  ";"1978JJ00";"   26783";"   -6807"
"751";"T001038";"PV27  ";"1979JJ00";"   26333";"    2334"
"752";"T001038";"PV27  ";"1980JJ00";"   27360";"     733"
"753";"T001038";"PV27  ";"1981JJ00";"   26519";"   -9615"
"754";"T001038";"PV27  ";"1982JJ00";"   25615";"   -9314"
"755";"T001038";"PV27  ";"1983JJ00";"   25271";"   -5456"
"756";"T001038";"PV27  ";"1984JJ00";"   26067";"   -1417"
"757";"T001038";"PV27  ";"1985JJ00";"   26875";"    5177"
"758";"T001038";"PV27  ";"1986JJ00";"   27659";"    5251"
"759";"T001038";"PV27  ";"1987JJ00";"   28804";"   10694"
"760";"T001038";"PV27  ";"1988JJ00";"   29279";"    4453"
"761";"T001038";"PV27  ";"1989JJ00";"   29774";"    2820"
"762";"T001038";"PV27  ";"1990JJ00";"   31372";"   11440"
"763";"T001038";"PV27  ";"1991JJ00";"   31489";"   14736"
"764";"T001038";"PV27  ";"1992JJ00";"   31590";"    8693"
"765";"T001038";"PV27  ";"1993JJ00";"   31586";"    8547"
"766";"T001038";"PV27  ";"1994JJ00";"   31541";"   -1931"
"767";"T001038";"PV27  ";"1995JJ00";"   30641";"   -4014"
"768";"T001038";"PV27  ";"1996JJ00";"   30329";"   -2685"
"769";"T001038";"PV27  ";"1997JJ00";"   31053";"    1377"
"770";"T001038";"PV27  ";"1998JJ00";"   32266";"    6128"
"771";"T001038";"PV27  ";"1999JJ00";"   32291";"    4098"
"772";"T001038";"PV27  ";"2000JJ00";"   33618";"    4454"
"773";"T001038";"PV27  ";"2001JJ00";"   32953";"    4139"
"774";"T001038";"PV27  ";"2002JJ00";"   32771";"    3068"
"775";"T001038";"PV27  ";"2003JJ00";"   32877";"    1307"
"776";"T001038";"PV27  ";"2004JJ00";"   32270";"    -240"
"777";"T001038";"PV27  ";"2005JJ00";"   31706";"   -3938"
"778";"T001038";"PV27  ";"2006JJ00";"   30456";"   -4185"
"779";"T001038";"PV27  ";"2007JJ00";"   30510";"    2571"
"780";"T001038";"PV27  ";"2008JJ00";"   30845";"    9710"
"781";"T001038";"PV27  ";"2009JJ00";"   31355";"   10958"
"782";"T001038";"PV27  ";"2010JJ00";"   31593";"   11882"
"783";"T001038";"PV27  ";"2011JJ00";"   30336";"    8815"
"784";"T001038";"PV27  ";"2012JJ00";"   29791";"    6759"
"785";"T001038";"PV27  ";"2013JJ00";"   29312";"    9595"
"786";"T001038";"PV27  ";"2014JJ00";"   29959";"   12106"
"787";"T001038";"PV27  ";"2015JJ00";"   29509";"   16392"
"788";"T001038";"PV27  ";"2016JJ00";"   29876";"   18068"
"789";"T001038";"PV27  ";"2017JJ00";"   29393";"   15255"
"790";"T001038";"PV27  ";"2018JJ00";"   29253";"   16447"
"791";"T001038";"PV27  ";"2019JJ00";"   29254";"   20049"
"792";"T001038";"PV27  ";"2020JJ00";"   29031";"    5517"
"793";"T001038";"PV28  ";"1960JJ00";"   52036";"   -3114"
"794";"T001038";"PV28  ";"1961JJ00";"   54114";"   -3468"
"795";"T001038";"PV28  ";"1962JJ00";"   53833";"     -31"
"796";"T001038";"PV28  ";"1963JJ00";"   55295";"   -2173"
"797";"T001038";"PV28  ";"1964JJ00";"   54855";"   -2590"
"798";"T001038";"PV28  ";"1965JJ00";"   53426";"   -1507"
"799";"T001038";"PV28  ";"1966JJ00";"   51201";"    -272"
"800";"T001038";"PV28  ";"1967JJ00";"   51184";"   -6946"
"801";"T001038";"PV28  ";"1968JJ00";"   50898";"   -4738"
"802";"T001038";"PV28  ";"1969JJ00";"   53515";"   -2767"
"803";"T001038";"PV28  ";"1970JJ00";"   52061";"    1298"
"804";"T001038";"PV28  ";"1971JJ00";"   49566";"   -1528"
"805";"T001038";"PV28  ";"1972JJ00";"   46000";"  -13327"
"806";"T001038";"PV28  ";"1973JJ00";"   41529";"  -15534"
"807";"T001038";"PV28  ";"1974JJ00";"   39712";"   -8026"
"808";"T001038";"PV28  ";"1975JJ00";"   38114";"   13097"
"809";"T001038";"PV28  ";"1976JJ00";"   37873";"   -9240"
"810";"T001038";"PV28  ";"1977JJ00";"   37418";"   -8179"
"811";"T001038";"PV28  ";"1978JJ00";"   38030";"   -1041"
"812";"T001038";"PV28  ";"1979JJ00";"   37887";"    8311"
"813";"T001038";"PV28  ";"1980JJ00";"   39581";"   10365"
"814";"T001038";"PV28  ";"1981JJ00";"   39668";"    1918"
"815";"T001038";"PV28  ";"1982JJ00";"   37605";"   -1934"
"816";"T001038";"PV28  ";"1983JJ00";"   37637";"   -1352"
"817";"T001038";"PV28  ";"1984JJ00";"   38823";"     499"
"818";"T001038";"PV28  ";"1985JJ00";"   39465";"    6959"
"819";"T001038";"PV28  ";"1986JJ00";"   41238";"    8861"
"820";"T001038";"PV28  ";"1987JJ00";"   41531";"    8364"
"821";"T001038";"PV28  ";"1988JJ00";"   42017";"    6434"
"822";"T001038";"PV28  ";"1989JJ00";"   42030";"    6428"
"823";"T001038";"PV28  ";"1990JJ00";"   44043";"   10675"
"824";"T001038";"PV28  ";"1991JJ00";"   44312";"   10939"
"825";"T001038";"PV28  ";"1992JJ00";"   43495";"    9517"
"826";"T001038";"PV28  ";"1993JJ00";"   43003";"    5696"
"827";"T001038";"PV28  ";"1994JJ00";"   42598";"   -1589"
"828";"T001038";"PV28  ";"1995JJ00";"   41013";"   -3387"
"829";"T001038";"PV28  ";"1996JJ00";"   40841";"      77"
"830";"T001038";"PV28  ";"1997JJ00";"   41642";"    2620"
"831";"T001038";"PV28  ";"1998JJ00";"   42761";"    7375"
"832";"T001038";"PV28  ";"1999JJ00";"   43050";"    6434"
"833";"T001038";"PV28  ";"2000JJ00";"   44022";"    9579"
"834";"T001038";"PV28  ";"2001JJ00";"   43416";"    8792"
"835";"T001038";"PV28  ";"2002JJ00";"   43195";"    3249"
"836";"T001038";"PV28  ";"2003JJ00";"   42563";"   -1431"
"837";"T001038";"PV28  ";"2004JJ00";"   42046";"   -7560"
"838";"T001038";"PV28  ";"2005JJ00";"   40691";"  -11922"
"839";"T001038";"PV28  ";"2006JJ00";"   40354";"  -16599"
"840";"T001038";"PV28  ";"2007JJ00";"   39465";"   -5530"
"841";"T001038";"PV28  ";"2008JJ00";"   40983";"    6187"
"842";"T001038";"PV28  ";"2009JJ00";"   41087";"   10259"
"843";"T001038";"PV28  ";"2010JJ00";"   41387";"   10260"
"844";"T001038";"PV28  ";"2011JJ00";"   41408";"   10994"
"845";"T001038";"PV28  ";"2012JJ00";"   40814";"      52"
"846";"T001038";"PV28  ";"2013JJ00";"   39350";"    2884"
"847";"T001038";"PV28  ";"2014JJ00";"   40779";"   10953"
"848";"T001038";"PV28  ";"2015JJ00";"   39337";"   13457"
"849";"T001038";"PV28  ";"2016JJ00";"   40155";"   18680"
"850";"T001038";"PV28  ";"2017JJ00";"   39428";"   22523"
"851";"T001038";"PV28  ";"2018JJ00";"   39316";"   20612"
"852";"T001038";"PV28  ";"2019JJ00";"   39290";"   26509"
"853";"T001038";"PV28  ";"2020JJ00";"   38598";"   13696"
"854";"T001038";"PV29  ";"1960JJ00";"    5392";"   -2680"
"855";"T001038";"PV29  ";"1961JJ00";"    5316";"   -2277"
"856";"T001038";"PV29  ";"1962JJ00";"    5119";"   -1523"
"857";"T001038";"PV29  ";"1963JJ00";"    5537";"    -962"
"858";"T001038";"PV29  ";"1964JJ00";"    5521";"    -212"
"859";"T001038";"PV29  ";"1965JJ00";"    5324";"    -443"
"860";"T001038";"PV29  ";"1966JJ00";"    5305";"     647"
"861";"T001038";"PV29  ";"1967JJ00";"    5361";"     534"
"862";"T001038";"PV29  ";"1968JJ00";"    5490";"     807"
"863";"T001038";"PV29  ";"1969JJ00";"    5890";"     946"
"864";"T001038";"PV29  ";"1970JJ00";"    5530";"    2041"
"865";"T001038";"PV29  ";"1971JJ00";"    5528";"    3118"
"866";"T001038";"PV29  ";"1972JJ00";"    5092";"    1376"
"867";"T001038";"PV29  ";"1973JJ00";"    4870";"    1706"
"868";"T001038";"PV29  ";"1974JJ00";"    4526";"    2199"
"869";"T001038";"PV29  ";"1975JJ00";"    4344";"    4625"
"870";"T001038";"PV29  ";"1976JJ00";"    4363";"    2240"
"871";"T001038";"PV29  ";"1977JJ00";"    4238";"    3248"
"872";"T001038";"PV29  ";"1978JJ00";"    4375";"    3107"
"873";"T001038";"PV29  ";"1979JJ00";"    4318";"    2746"
"874";"T001038";"PV29  ";"1980JJ00";"    4654";"    1927"
"875";"T001038";"PV29  ";"1981JJ00";"    4521";"     893"
"876";"T001038";"PV29  ";"1982JJ00";"    4572";"    -223"
"877";"T001038";"PV29  ";"1983JJ00";"    4302";"    -300"
"878";"T001038";"PV29  ";"1984JJ00";"    4373";"   -1185"
"879";"T001038";"PV29  ";"1985JJ00";"    4390";"    -727"
"880";"T001038";"PV29  ";"1986JJ00";"    4505";"   -1256"
"881";"T001038";"PV29  ";"1987JJ00";"    4278";"    -959"
"882";"T001038";"PV29  ";"1988JJ00";"    4209";"    -741"
"883";"T001038";"PV29  ";"1989JJ00";"    4240";"    -311"
"884";"T001038";"PV29  ";"1990JJ00";"    4504";"     362"
"885";"T001038";"PV29  ";"1991JJ00";"    4502";"     641"
"886";"T001038";"PV29  ";"1992JJ00";"    4554";"     925"
"887";"T001038";"PV29  ";"1993JJ00";"    4377";"    1920"
"888";"T001038";"PV29  ";"1994JJ00";"    4515";"     863"
"889";"T001038";"PV29  ";"1995JJ00";"    4353";"     703"
"890";"T001038";"PV29  ";"1996JJ00";"    4396";"     244"
"891";"T001038";"PV29  ";"1997JJ00";"    4365";"     681"
"892";"T001038";"PV29  ";"1998JJ00";"    4429";"     -84"
"893";"T001038";"PV29  ";"1999JJ00";"    4320";"     589"
"894";"T001038";"PV29  ";"2000JJ00";"    4489";"    2231"
"895";"T001038";"PV29  ";"2001JJ00";"    4320";"    1598"
"896";"T001038";"PV29  ";"2002JJ00";"    4245";"     615"
"897";"T001038";"PV29  ";"2003JJ00";"    4199";"      23"
"898";"T001038";"PV29  ";"2004JJ00";"    4088";"     417"
"899";"T001038";"PV29  ";"2005JJ00";"    3913";"     -94"
"900";"T001038";"PV29  ";"2006JJ00";"    3817";"      56"
"901";"T001038";"PV29  ";"2007JJ00";"    3751";"    -187"
"902";"T001038";"PV29  ";"2008JJ00";"    3907";"      20"
"903";"T001038";"PV29  ";"2009JJ00";"    3728";"     150"
"904";"T001038";"PV29  ";"2010JJ00";"    3697";"     193"
"905";"T001038";"PV29  ";"2011JJ00";"    3762";"    -219"
"906";"T001038";"PV29  ";"2012JJ00";"    3635";"    -199"
"907";"T001038";"PV29  ";"2013JJ00";"    3513";"    -146"
"908";"T001038";"PV29  ";"2014JJ00";"    3647";"     -12"
"909";"T001038";"PV29  ";"2015JJ00";"    3604";"     850"
"910";"T001038";"PV29  ";"2016JJ00";"    3459";"     741"
"911";"T001038";"PV29  ";"2017JJ00";"    3439";"    1263"
"912";"T001038";"PV29  ";"2018JJ00";"    3378";"    1377"
"913";"T001038";"PV29  ";"2019JJ00";"    3422";"     966"
"914";"T001038";"PV29  ";"2020JJ00";"    3424";"    2638"
"915";"T001038";"PV30  ";"1960JJ00";"   35677";"    1973"
"916";"T001038";"PV30  ";"1961JJ00";"   37126";"    3339"
"917";"T001038";"PV30  ";"1962JJ00";"   36891";"    5445"
"918";"T001038";"PV30  ";"1963JJ00";"   37250";"    4244"
"919";"T001038";"PV30  ";"1964JJ00";"   37822";"    5780"
"920";"T001038";"PV30  ";"1965JJ00";"   37103";"    5929"
"921";"T001038";"PV30  ";"1966JJ00";"   35993";"    5691"
"922";"T001038";"PV30  ";"1967JJ00";"   35550";"     271"
"923";"T001038";"PV30  ";"1968JJ00";"   35258";"    5280"
"924";"T001038";"PV30  ";"1969JJ00";"   36628";"    9485"
"925";"T001038";"PV30  ";"1970JJ00";"   35335";"    8844"
"926";"T001038";"PV30  ";"1971JJ00";"   33225";"   10060"
"927";"T001038";"PV30  ";"1972JJ00";"   31692";"   10744"
"928";"T001038";"PV30  ";"1973JJ00";"   29069";"   14464"
"929";"T001038";"PV30  ";"1974JJ00";"   28210";"   14979"
"930";"T001038";"PV30  ";"1975JJ00";"   26749";"   12996"
"931";"T001038";"PV30  ";"1976JJ00";"   26828";"   10519"
"932";"T001038";"PV30  ";"1977JJ00";"   26294";"    7274"
"933";"T001038";"PV30  ";"1978JJ00";"   26523";"    6660"
"934";"T001038";"PV30  ";"1979JJ00";"   26462";"    7318"
"935";"T001038";"PV30  ";"1980JJ00";"   26924";"    7512"
"936";"T001038";"PV30  ";"1981JJ00";"   26445";"    1261"
"937";"T001038";"PV30  ";"1982JJ00";"   25109";"   -2264"
"938";"T001038";"PV30  ";"1983JJ00";"   24371";"    -859"
"939";"T001038";"PV30  ";"1984JJ00";"   25264";"    -514"
"940";"T001038";"PV30  ";"1985JJ00";"   25933";"     782"
"941";"T001038";"PV30  ";"1986JJ00";"   26723";"    3729"
"942";"T001038";"PV30  ";"1987JJ00";"   27308";"    4687"
"943";"T001038";"PV30  ";"1988JJ00";"   26878";"    4915"
"944";"T001038";"PV30  ";"1989JJ00";"   27596";"    5559"
"945";"T001038";"PV30  ";"1990JJ00";"   28974";"    6689"
"946";"T001038";"PV30  ";"1991JJ00";"   28941";"    4076"
"947";"T001038";"PV30  ";"1992JJ00";"   29269";"    5894"
"948";"T001038";"PV30  ";"1993JJ00";"   28681";"    5245"
"949";"T001038";"PV30  ";"1994JJ00";"   29085";"    4711"
"950";"T001038";"PV30  ";"1995JJ00";"   28227";"    4126"
"951";"T001038";"PV30  ";"1996JJ00";"   28093";"    3423"
"952";"T001038";"PV30  ";"1997JJ00";"   28376";"    4745"
"953";"T001038";"PV30  ";"1998JJ00";"   29348";"    8014"
"954";"T001038";"PV30  ";"1999JJ00";"   29392";"    7659"
"955";"T001038";"PV30  ";"2000JJ00";"   30476";"    7220"
"956";"T001038";"PV30  ";"2001JJ00";"   29325";"    5215"
"957";"T001038";"PV30  ";"2002JJ00";"   29178";"   -1040"
"958";"T001038";"PV30  ";"2003JJ00";"   28780";"   -3402"
"959";"T001038";"PV30  ";"2004JJ00";"   27432";"   -4918"
"960";"T001038";"PV30  ";"2005JJ00";"   26301";"   -3194"
"961";"T001038";"PV30  ";"2006JJ00";"   26007";"   -4403"
"962";"T001038";"PV30  ";"2007JJ00";"   25327";"   -1272"
"963";"T001038";"PV30  ";"2008JJ00";"   25987";"    2624"
"964";"T001038";"PV30  ";"2009JJ00";"   25599";"    2877"
"965";"T001038";"PV30  ";"2010JJ00";"   25545";"    4070"
"966";"T001038";"PV30  ";"2011JJ00";"   25015";"    4180"
"967";"T001038";"PV30  ";"2012JJ00";"   24027";"    3691"
"968";"T001038";"PV30  ";"2013JJ00";"   23558";"    5198"
"969";"T001038";"PV30  ";"2014JJ00";"   24243";"    6063"
"970";"T001038";"PV30  ";"2015JJ00";"   23556";"    8366"
"971";"T001038";"PV30  ";"2016JJ00";"   24007";"   12149"
"972";"T001038";"PV30  ";"2017JJ00";"   23529";"   15024"
"973";"T001038";"PV30  ";"2018JJ00";"   23492";"   16233"
"974";"T001038";"PV30  ";"2019JJ00";"   23459";"   17606"
"975";"T001038";"PV30  ";"2020JJ00";"   23413";"   14179"
"976";"T001038";"PV31  ";"1960JJ00";"   20622";"   -2461"
"977";"T001038";"PV31  ";"1961JJ00";"   21213";"    1761"
"978";"T001038";"PV31  ";"1962JJ00";"   20618";"    2672"
"979";"T001038";"PV31  ";"1963JJ00";"   20657";"     972"
"980";"T001038";"PV31  ";"1964JJ00";"   20342";"    2486"
"981";"T001038";"PV31  ";"1965JJ00";"   19822";"    1939"
"982";"T001038";"PV31  ";"1966JJ00";"   19499";"   -1163"
"983";"T001038";"PV31  ";"1967JJ00";"   18844";"   -6452"
"984";"T001038";"PV31  ";"1968JJ00";"   17900";"   -6155"
"985";"T001038";"PV31  ";"1969JJ00";"   18044";"   -2836"
"986";"T001038";"PV31  ";"1970JJ00";"   17291";"    3845"
"987";"T001038";"PV31  ";"1971JJ00";"   16081";"    1311"
"988";"T001038";"PV31  ";"1972JJ00";"   14937";"     772"
"989";"T001038";"PV31  ";"1973JJ00";"   13350";"    2169"
"990";"T001038";"PV31  ";"1974JJ00";"   12916";"      80"
"991";"T001038";"PV31  ";"1975JJ00";"   12331";"    3384"
"992";"T001038";"PV31  ";"1976JJ00";"   12259";"    -251"
"993";"T001038";"PV31  ";"1977JJ00";"   11829";"    1183"
"994";"T001038";"PV31  ";"1978JJ00";"   12202";"     359"
"995";"T001038";"PV31  ";"1979JJ00";"   12314";"    -899"
"996";"T001038";"PV31  ";"1980JJ00";"   12349";"      18"
"997";"T001038";"PV31  ";"1981JJ00";"   12222";"    -244"
"998";"T001038";"PV31  ";"1982JJ00";"   11677";"    -167"
"999";"T001038";"PV31  ";"1983JJ00";"   11664";"    -418"
"1000";"T001038";"PV31  ";"1984JJ00";"   12045";"   -1311"
"1001";"T001038";"PV31  ";"1985JJ00";"   12332";"    -784"
"1002";"T001038";"PV31  ";"1986JJ00";"   12724";"    -338"
"1003";"T001038";"PV31  ";"1987JJ00";"   12989";"    -206"
"1004";"T001038";"PV31  ";"1988JJ00";"   12979";"      85"
"1005";"T001038";"PV31  ";"1989JJ00";"   12875";"     724"
"1006";"T001038";"PV31  ";"1990JJ00";"   13690";"    1690"
"1007";"T001038";"PV31  ";"1991JJ00";"   13479";"    1559"
"1008";"T001038";"PV31  ";"1992JJ00";"   13029";"     954"
"1009";"T001038";"PV31  ";"1993JJ00";"   12899";"    2285"
"1010";"T001038";"PV31  ";"1994JJ00";"   12700";"    1627"
"1011";"T001038";"PV31  ";"1995JJ00";"   12474";"    1070"
"1012";"T001038";"PV31  ";"1996JJ00";"   12100";"     448"
"1013";"T001038";"PV31  ";"1997JJ00";"   11984";"    -142"
"1014";"T001038";"PV31  ";"1998JJ00";"   12445";"    -637"
"1015";"T001038";"PV31  ";"1999JJ00";"   12213";"     179"
"1016";"T001038";"PV31  ";"2000JJ00";"   12235";"    -477"
"1017";"T001038";"PV31  ";"2001JJ00";"   11884";"    -611"
"1018";"T001038";"PV31  ";"2002JJ00";"   11484";"   -2332"
"1019";"T001038";"PV31  ";"2003JJ00";"   11190";"   -3073"
"1020";"T001038";"PV31  ";"2004JJ00";"   10753";"   -3214"
"1021";"T001038";"PV31  ";"2005JJ00";"   10051";"   -4324"
"1022";"T001038";"PV31  ";"2006JJ00";"    9857";"   -3877"
"1023";"T001038";"PV31  ";"2007JJ00";"    9458";"   -3440"
"1024";"T001038";"PV31  ";"2008JJ00";"    9401";"    -161"
"1025";"T001038";"PV31  ";"2009JJ00";"    9741";"     625"
"1026";"T001038";"PV31  ";"2010JJ00";"    9620";"    1044"
"1027";"T001038";"PV31  ";"2011JJ00";"    9288";"    1580"
"1028";"T001038";"PV31  ";"2012JJ00";"    9109";"     718"
"1029";"T001038";"PV31  ";"2013JJ00";"    9011";"     159"
"1030";"T001038";"PV31  ";"2014JJ00";"    8841";"      45"
"1031";"T001038";"PV31  ";"2015JJ00";"    8739";"    1406"
"1032";"T001038";"PV31  ";"2016JJ00";"    8994";"    3865"
"1033";"T001038";"PV31  ";"2017JJ00";"    8821";"    2735"
"1034";"T001038";"PV31  ";"2018JJ00";"    8710";"    2158"
"1035";"T001038";"PV31  ";"2019JJ00";"    8668";"    4450"
"1036";"T001038";"PV31  ";"2020JJ00";"    8652";"    3691"
